text,label
điện thoại này rất xuất sắc,positive
Tôi ghét sản phẩm này,negative
I regret buying this restaurant,negative
I really like this product,positive
This device is absolutely ugly,negative
Tôi rất thất vọng với ứng dụng,negative
Tôi ghét dịch vụ này,negative
I really like this movie,positive
I am very happy with this service,positive
Trải nghiệm với ứng dụng rất rất kém,negative
I love this service,positive
The phone works very bad,negative
This is a amazing product,positive
This app is disappointing,negative
This is a brilliant restaurant,positive
Tôi rất hài lòng với dịch vụ,positive
This is a very bad item,negative
Tôi rất thất vọng với máy tính,negative
This phone is ugly,negative
ứng dụng này thật sự tuyệt vời,positive
thiết bị này thật sự tệ,negative
The phone works very ugly,negative
dịch vụ này thật sự tốt,positive
This is a amazing phone,positive
This item is absolutely nice,positive
Tôi rất thất vọng với dịch vụ,negative
Tôi rất thích thiết bị này,positive
I regret buying this app,negative
This device is absolutely amazing,positive
Tôi rất thất vọng với ứng dụng,negative
sản phẩm này thật sự rất ổn,positive
Đây là một trò chơi rất ổn,positive
This is a very horrible restaurant,negative
Tôi rất thất vọng với sản phẩm,negative
I am very disappointed with this service,negative
trò chơi này thật sự thất vọng,negative
The app works very disappointing,negative
Tôi rất thất vọng với thiết bị,negative
I am very happy with this device,positive
Đây là một ứng dụng rất ổn,positive
Đây là một máy tính hoàn hảo,positive
điện thoại này rất tệ,negative
This is a excellent product,positive
The product works beautiful,positive
Đây là một thiết bị rất kém,negative
The restaurant works very terrible,negative
I am very happy with this game,positive
I really like this game,positive
I regret buying this game,negative
Tôi rất hài lòng với trò chơi,positive
This service is brilliant,positive
The movie works very worst,negative
I am very disappointed with this product,negative
Trải nghiệm với trò chơi rất kém,negative
Trải nghiệm với điện thoại rất tồi tệ,negative
The laptop works beautiful,positive
I love this restaurant,positive
This is a very cheap app,negative
This item is absolutely brilliant,positive
Trải nghiệm với sản phẩm rất đáng tiền,positive
This is a amazing service,positive
I hate this laptop,negative
Tôi rất hài lòng với dịch vụ,positive
sản phẩm này rất không đáng tiền,negative
This restaurant is absolutely horrible,negative
I love this restaurant,positive
I am very disappointed with this phone,negative
This is a awesome item,positive
Đây là một trò chơi tuyệt vời,positive
I am very happy with this product,positive
This is a very terrible phone,negative
This game is absolutely broken,negative
This is a very horrible app,negative
ứng dụng này thật sự tệ,negative
Tôi ghét sản phẩm này,negative
The game works very bad,negative
máy tính này rất không đáng tiền,negative
The app works amazing,positive
Đây là một trò chơi rất kém,negative
I regret buying this app,negative
Tôi rất hài lòng với điện thoại,positive
This restaurant is absolutely great,positive
I am very disappointed with this movie,negative
This is a very useless game,negative
Trải nghiệm với trò chơi rất tệ,negative
I hate this restaurant,negative
Trải nghiệm với sản phẩm rất thất vọng,negative
This is a wonderful movie,positive
Tôi ghét ứng dụng này,negative
sản phẩm này rất rất ổn,positive
Trải nghiệm với dịch vụ rất rất tệ,negative
This service is absolutely nice,positive
Trải nghiệm với thiết bị rất tệ,negative
Trải nghiệm với máy tính rất tuyệt vời,positive
This movie is absolutely bad,negative
I hate this restaurant,negative
Tôi ghét máy tính này,negative
I am very happy with this item,positive
Tôi rất thích ứng dụng này,positive
I love this device,positive
Tôi ghét máy tính này,negative
I love this game,positive
Đây là một thiết bị không đáng tiền,negative
I really like this item,positive
Trải nghiệm với dịch vụ rất tốt,positive
This phone is absolutely incredible,positive
Tôi rất thích máy tính này,positive
This restaurant is awful,negative
The phone works very poor,negative
I really like this game,positive
I am very disappointed with this item,negative
The service works incredible,positive
Trải nghiệm với điện thoại rất không đáng tiền,negative
thiết bị này rất không đáng tiền,negative
I regret buying this movie,negative
I regret buying this app,negative
This is a nice product,positive
Tôi ghét trò chơi này,negative
I am very disappointed with this movie,negative
This app is absolutely broken,negative
The phone works nice,positive
dịch vụ này rất kém,negative
This movie is absolutely broken,negative
Đây là một trò chơi tồi tệ,negative
Đây là một điện thoại kém,negative
Trải nghiệm với dịch vụ rất tốt,positive
Trải nghiệm với thiết bị rất kém,negative
ứng dụng này rất rất kém,negative
I am very happy with this app,positive
I really like this movie,positive
This device is horrible,negative
This app is fantastic,positive
I am very happy with this laptop,positive
sản phẩm này rất rất kém,negative
The item works brilliant,positive
This service is absolutely great,positive
dịch vụ này thật sự tồi tệ,negative
ứng dụng này rất tồi tệ,negative
Tôi ghét dịch vụ này,negative
Đây là một máy tính tồi tệ,negative
Tôi rất thích sản phẩm này,positive
Tôi ghét máy tính này,negative
This game is awesome,positive
Trải nghiệm với dịch vụ rất xuất sắc,positive
The product works very ugly,negative
Tôi rất thất vọng với trò chơi,negative
sản phẩm này thật sự tốt,positive
Đây là một sản phẩm xuất sắc,positive
This item is superb,positive
thiết bị này rất rất tệ,negative
Tôi rất thất vọng với trò chơi,negative
Tôi ghét dịch vụ này,negative
Đây là một điện thoại chất lượng cao,positive
I am very disappointed with this service,negative
The movie works very poor,negative
I am very disappointed with this laptop,negative
I regret buying this item,negative
Tôi rất thất vọng với ứng dụng,negative
Tôi rất thất vọng với điện thoại,negative
Tôi rất thất vọng với điện thoại,negative
Tôi rất thích trò chơi này,positive
This service is awesome,positive
Tôi ghét thiết bị này,negative
Tôi ghét thiết bị này,negative
Tôi rất thích điện thoại này,positive
I really like this restaurant,positive
I hate this item,negative
Đây là một dịch vụ tuyệt vời,positive
